,"Tube in -	Petit_Complexe	-	2012.09.27 13:25:11","Tube in -	Petit_Complexe	-	2012.09.27 13:25:03","Tube in -	Petit_Complexe	-	2012.09.27 13:31:05","Tube in -	Petit_Complexe	-	2012.09.27 13:30:56","Tube in -	Petit_Complexe	-	2012.09.27 13:33:33","Tube in -	Petit_Complexe	-	2012.09.27 13:33:26","Tube in -	Petit_Complexe	-	2012.09.27 13:34:47","Tube in -	Petit_Complexe	-	2012.09.27 13:34:40","Tube in -	Petit_Complexe	-	2012.09.27 13:36:44","Tube in -	Petit_Complexe	-	2012.09.27 13:36:38","Tube in -	Petit_Complexe	-	2012.09.27 13:38:28","Tube in -	Petit_Complexe	-	2012.09.27 13:38:20","Tube in -	Petit_Complexe	-	2012.09.27 13:40:55","Tube in -	Petit_Complexe	-	2012.09.27 13:40:48","Tube in -	Petit_Complexe	-	2012.09.27 13:42:10","Tube in -	Petit_Complexe	-	2012.09.27 13:42:03","Tube in -	Petit_Complexe	-	2012.09.27 13:45:51","Tube in -	Petit_Complexe	-	2012.09.27 13:45:45","Tube in -	Petit_Complexe	-	2012.09.27 13:47:51","Tube in -	Petit_Complexe	-	2012.09.27 13:47:43","Tube in -	Petit_Complexe	-	2012.09.27 13:49:10","Tube in -	Petit_Complexe	-	2012.09.27 13:49:03","Tube in -	Petit_Complexe	-	2012.09.27 16:57:15","Tube in -	Petit_Complexe	-	2012.09.27 16:57:09"
Freq,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data
2784,1.179585934,1.191508055,1.021006703,1.023820758,0.860755563,0.859458923,0.758644044,0.76543051,0.605103374,0.611817241,0.51581794,0.510580659,0.345515519,0.352543563,0.217597455,0.217871472,0.102458864,0.101281106,0.244790688,0.243099272,0.584341764,0.581161976,1.271512151,1.278087378
2784.5,1.182767391,1.194852114,1.023944855,1.026801109,0.863582611,0.861977637,0.761284828,0.768033981,0.607434988,0.614214242,0.518384397,0.512702048,0.347830623,0.354967594,0.219843164,0.220363811,0.103289619,0.102158368,0.241651654,0.240272895,0.579828024,0.576818645,1.27499783,1.281079412
2785,1.186991453,1.199021339,1.027401924,1.030556917,0.866976202,0.865073919,0.764218152,0.771423221,0.610315382,0.617251635,0.521385193,0.515162885,0.35049817,0.35747236,0.222250029,0.222734585,0.104324535,0.103209481,0.238844365,0.23765634,0.575964451,0.572986126,1.279460311,1.285596609
2785.5,1.190696597,1.202578545,1.030522227,1.033886671,0.869929552,0.867866457,0.766666472,0.774100423,0.612850904,0.619999409,0.5241853,0.517621696,0.353001773,0.359523594,0.224779606,0.225073323,0.105483092,0.104422942,0.23614426,0.235188648,0.571808994,0.568866372,1.283683658,1.289815664
2786,1.194227695,1.206119418,1.033562183,1.037189484,0.87273556,0.870592475,0.769181728,0.776773214,0.615162849,0.622560263,0.526754797,0.520020008,0.355533063,0.361957967,0.227196097,0.227654934,0.106457762,0.105603218,0.233128697,0.232297882,0.567433357,0.564403892,1.286918402,1.292861104
2786.5,1.196991801,1.209116697,1.035662532,1.039551854,0.875303864,0.872893989,0.771350563,0.778904378,0.616975486,0.624684095,0.529349387,0.521937847,0.357887566,0.364124298,0.229571387,0.230000079,0.10743387,0.106854454,0.230298117,0.229242221,0.562508106,0.559512377,1.290182471,1.296514273
2787,1.200159431,1.212400794,1.038567305,1.042573214,0.877931714,0.875722587,0.773886085,0.781495988,0.619278312,0.626878977,0.531783581,0.524282277,0.360257983,0.366642177,0.232006401,0.232395738,0.108591452,0.108223297,0.227556303,0.22641781,0.558076799,0.555389345,1.293958664,1.299910307
2787.5,1.20472312,1.216884494,1.042522907,1.046660781,0.881809294,0.879415274,0.77722466,0.784935236,0.622465909,0.629979968,0.534714699,0.527165711,0.362858832,0.36936456,0.234717727,0.23506251,0.109830052,0.109678805,0.224939287,0.223671213,0.554277897,0.551774502,1.298507929,1.30397141
2788,1.208285928,1.220175982,1.045345426,1.049998999,0.884506345,0.882303596,0.779676139,0.787687063,0.624844611,0.632542729,0.537114799,0.529588342,0.365360141,0.37149635,0.23711504,0.237395704,0.111066692,0.111070931,0.222207531,0.220601812,0.54996407,0.54731369,1.30318737,1.308389306
2788.5,1.210773587,1.222769022,1.047523975,1.052309036,0.886746109,0.884442747,0.781780005,0.78984338,0.626742482,0.634596288,0.538971007,0.531821191,0.367390335,0.373808295,0.239426941,0.239621997,0.112499624,0.112210721,0.219036326,0.217432737,0.545011342,0.542695463,1.305790901,1.310496092
2789,1.214701056,1.226421356,1.050560832,1.055593491,0.889514208,0.887356818,0.784484923,0.792669177,0.629018843,0.637109995,0.541200221,0.534184098,0.369939297,0.3763116,0.241860777,0.241943315,0.114107437,0.113907211,0.216411725,0.214467302,0.540900826,0.538568318,1.309845448,1.31423533
2789.5,1.219222784,1.230854273,1.054248929,1.059506893,0.89283818,0.890737593,0.787790358,0.795831978,0.631968617,0.639735103,0.543962419,0.536910474,0.372439981,0.379117996,0.244373277,0.244404629,0.115738221,0.115449362,0.213802189,0.211524785,0.53700614,0.534745395,1.314988375,1.319332838
2790,1.223056555,1.234564304,1.057602167,1.062763572,0.895810425,0.893904865,0.790932775,0.798709691,0.634251177,0.642311573,0.546609521,0.539507568,0.37509498,0.381639808,0.247212678,0.246734589,0.117365286,0.117016651,0.210908249,0.209012866,0.532932162,0.530568957,1.318418145,1.322618008
2790.5,1.225976825,1.237998366,1.06026566,1.065291762,0.89841336,0.896253943,0.793180645,0.801308692,0.636683524,0.644573867,0.549000323,0.541724205,0.377439767,0.384024024,0.249484494,0.249053448,0.119024284,0.118845142,0.208247572,0.205863982,0.528693914,0.525987804,1.322162032,1.326617241
2791,1.229264975,1.241560221,1.063157916,1.067851543,0.901010573,0.899022281,0.795403123,0.803813398,0.639051497,0.646972299,0.551199794,0.544062912,0.379880965,0.386274338,0.251973063,0.25151208,0.120678842,0.120351933,0.205331713,0.203079492,0.524354041,0.521653414,1.325324893,1.329853654
2791.5,1.233554721,1.245829821,1.066886783,1.071492195,0.904454172,0.902681112,0.798447073,0.806610703,0.641933858,0.649816573,0.553922772,0.546876132,0.382732481,0.388948083,0.254716098,0.254053295,0.122634128,0.122111849,0.202800542,0.200456142,0.520438075,0.518038452,1.329463601,1.33394289
2792,1.237409472,1.249762535,1.070355296,1.074889064,0.907565653,0.90596807,0.801333964,0.809536755,0.644586623,0.652337193,0.556356549,0.549229562,0.385527641,0.391528308,0.257352471,0.256646335,0.124547087,0.123870559,0.200329855,0.197789311,0.516442358,0.514083564,1.334494114,1.3391397
2792.5,1.240624428,1.253121257,1.073201299,1.077674389,0.910065889,0.908641934,0.804029286,0.811790168,0.646666646,0.654676735,0.55874604,0.551443458,0.387826383,0.393994778,0.259669602,0.259050101,0.126184985,0.125658587,0.197352678,0.195015922,0.512106776,0.509323597,1.337167621,1.341868043
2793,1.244083047,1.256711125,1.076295257,1.080637574,0.912759066,0.911519647,0.806770802,0.814344764,0.648953736,0.657038331,0.561422288,0.554037869,0.390046835,0.396583408,0.262046307,0.261464357,0.127990007,0.127634689,0.194529012,0.192132369,0.507880926,0.505235612,1.341063142,1.345597863
2793.5,1.247929096,1.260261655,1.079248428,1.083560824,0.915413857,0.914438903,0.809197485,0.816804826,0.651505947,0.659541726,0.563733578,0.556700289,0.392392725,0.398996085,0.264447123,0.263794184,0.129747167,0.129595086,0.191627905,0.18943347,0.503823638,0.501091242,1.345205426,1.350043893
2794,1.252315879,1.264698148,1.082963347,1.087204576,0.918674588,0.917995453,0.812453151,0.819914639,0.654375911,0.662602186,0.566475749,0.559528649,0.395210892,0.402070135,0.266887873,0.266767681,0.131567299,0.131488651,0.189146444,0.187021255,0.500133157,0.497293979,1.349215746,1.353713512
2794.5,1.255946159,1.268671513,1.086567163,1.090625167,0.921727955,0.921036363,0.815354884,0.822793067,0.657020152,0.665327847,0.569012523,0.561936736,0.397535741,0.404827088,0.269472241,0.269379079,0.133491412,0.133370712,0.186281085,0.184295371,0.495984405,0.493516952,1.35419929,1.359015226
2795,1.258393764,1.271022439,1.088578224,1.092485547,0.923497438,0.923034191,0.817405999,0.824479938,0.658824623,0.667341292,0.570587337,0.563875616,0.399117053,0.406658441,0.271643788,0.271497309,0.135444164,0.134868026,0.183220357,0.181360811,0.491089016,0.488357842,1.356206536,1.36140573
2795.5,1.262529373,1.274949908,1.092038155,1.095974684,0.926570237,0.926273406,0.82060957,0.827411473,0.661807239,0.67023319,0.573137283,0.566681921,0.40139544,0.409276605,0.27418682,0.273842365,0.137492433,0.136897057,0.180135563,0.178453848,0.487309903,0.484372675,1.360073924,1.364858031
2796,1.267199516,1.279855728,1.096074224,1.099845052,0.93003881,0.929456472,0.823907554,0.830559015,0.664872348,0.673504591,0.576015949,0.569762707,0.403972417,0.412112832,0.276718706,0.276352614,0.139757693,0.138880432,0.177927032,0.176017538,0.483721912,0.481015325,1.365567446,1.370941043
2796.5,1.270531774,1.283345222,1.099089622,1.102640629,0.932751715,0.932040632,0.8264485,0.832944751,0.666985154,0.676159799,0.578179538,0.572036028,0.406226128,0.414644748,0.278984129,0.278743058,0.141842723,0.140823603,0.175412357,0.173495397,0.479480445,0.476875246,1.368462801,1.373583198
2797,1.273998737,1.286810756,1.102058768,1.105595112,0.935709774,0.934595585,0.829081833,0.835481167,0.669344485,0.678603947,0.580327988,0.574401557,0.408425212,0.417145133,0.281381875,0.281033397,0.143723831,0.142758429,0.17270337,0.170707613,0.475422353,0.472682357,1.37234807,1.377408385
2797.5,1.277249932,1.290240407,1.105121493,1.108543754,0.938357174,0.937301099,0.83157289,0.838114798,0.671943963,0.681034863,0.582611859,0.576668441,0.410719007,0.419575751,0.283640504,0.283116728,0.145508155,0.144700587,0.170074761,0.168047473,0.471263587,0.468276799,1.37605536,1.381653666
2798,1.281777143,1.294689298,1.108809948,1.112404227,0.941591322,0.940804422,0.834422469,0.841245413,0.67523855,0.684110165,0.585066557,0.579472542,0.4132348,0.422310621,0.286344647,0.285593569,0.147476554,0.14700374,0.167635724,0.165492788,0.467458934,0.464476705,1.380028605,1.385281324
2798.5,1.286191702,1.298991203,1.112374544,1.116027951,0.944814086,0.944199562,0.837181032,0.844396532,0.678182721,0.687185049,0.588023365,0.582184017,0.416176885,0.424913734,0.288915724,0.288275838,0.149551347,0.149527848,0.165065482,0.162898943,0.463911653,0.460777402,1.385001183,1.39051652
2799,1.289241552,1.301981568,1.11481905,1.118564487,0.947221339,0.94660002,0.839234293,0.846432269,0.680220544,0.689322352,0.59003365,0.584251463,0.418494642,0.427137405,0.291307181,0.290795952,0.151769727,0.15180926,0.16244638,0.160413831,0.459581882,0.456272334,1.387864113,1.393551111
2799.5,1.292700887,1.305750489,1.117780328,1.121863127,0.949853182,0.949367702,0.842014313,0.84888202,0.682684302,0.691883147,0.592248559,0.586683869,0.421007633,0.429559201,0.293861359,0.293364584,0.153880641,0.153876424,0.159655571,0.15770264,0.455453008,0.452122301,1.391419411,1.39683187
2800,1.296681046,1.309896111,1.121184468,1.125390768,0.953040004,0.952452719,0.844949067,0.851952791,0.685415924,0.694693148,0.594829202,0.589316308,0.423517942,0.431964248,0.296646774,0.295728415,0.15617843,0.156257629,0.157211468,0.155371875,0.451594979,0.448451459,1.395654321,1.401398659
2800.5,1.301279187,1.314332604,1.124938011,1.129457951,0.956555188,0.956128061,0.8481704,0.855170906,0.68841356,0.697609961,0.597328782,0.592046261,0.426353961,0.434868544,0.299247175,0.298430264,0.158434913,0.158422634,0.154862449,0.153155595,0.447710454,0.444650233,1.400134683,1.405767083
2801,1.305030942,1.318297386,1.128195763,1.132888556,0.959408164,0.959079742,0.850861073,0.857860446,0.691187561,0.700245023,0.599825144,0.594839692,0.428858072,0.437392235,0.301651746,0.300869912,0.16047053,0.160779387,0.152448878,0.15057373,0.443628013,0.440640688,1.404306173,1.409947872
2801.5,1.307575345,1.320589185,1.130402803,1.13487947,0.961412668,0.961053491,0.852661788,0.85998863,0.692977667,0.702146113,0.601720393,0.596857965,0.43095246,0.439439148,0.303827107,0.302821934,0.162526831,0.162930638,0.149854571,0.148242891,0.43919,0.436240315,1.407158136,1.413046837
2802,1.3116256,1.324752808,1.134084582,1.138527513,0.964597106,0.964248657,0.855653524,0.863009155,0.695832372,0.705109537,0.604034901,0.599329054,0.433690071,0.442076683,0.306452185,0.305427969,0.164772034,0.165193468,0.147707865,0.146048859,0.435510218,0.43245554,1.411148906,1.416645527
2802.5,1.316571355,1.329823136,1.13855958,1.142971516,0.968506217,0.968256354,0.859370053,0.866776168,0.699097455,0.708552122,0.60727644,0.602287233,0.436466843,0.444964856,0.30924201,0.308043271,0.167139813,0.167625681,0.145640373,0.144088581,0.432186365,0.429186791,1.416459441,1.422178984
2803,1.319692731,1.332939267,1.141355395,1.145883203,0.971025646,0.970696211,0.861820579,0.869246483,0.701371074,0.710722864,0.609739721,0.604356885,0.43865934,0.447257012,0.311725169,0.31019327,0.169167548,0.1699218,0.143475041,0.14164263,0.428080052,0.425063431,1.420089006,1.425681949
2803.5,1.323023558,1.336304188,1.14418745,1.148825526,0.973549664,0.973418891,0.864381552,0.871620238,0.703770399,0.712761521,0.61196357,0.606633961,0.441053361,0.449476391,0.313924313,0.312298477,0.171337396,0.172325239,0.140894234,0.139425874,0.4237912,0.420993447,1.423167229,1.428648353
2804,1.327080607,1.340179563,1.1475178,1.15217483,0.976607025,0.97636342,0.86701256,0.874503732,0.706560969,0.715502799,0.614706933,0.609211028,0.443516523,0.451867998,0.316330552,0.314684987,0.173716843,0.174723744,0.138566837,0.137303859,0.420089513,0.417133003,1.42773068,1.433538914
2804.5,1.331094027,1.344192266,1.151026726,1.155687809,0.979885817,0.979668021,0.869814336,0.877404869,0.709270835,0.718120158,0.61710906,0.611783266,0.446329415,0.454293221,0.318857223,0.317335069,0.176154137,0.176928505,0.136346728,0.135578021,0.416463464,0.413545936,1.431930661,1.437901735
2805,1.335554719,1.348542571,1.154774904,1.159337878,0.983251095,0.983006358,0.873133004,0.880622029,0.71202302,0.720930159,0.619917512,0.614461899,0.448953718,0.456956357,0.321616441,0.320100874,0.178546548,0.179481223,0.134217381,0.133597299,0.412931114,0.409994155,1.436287284,1.442242026
2805.5,1.33881557,1.351837754,1.157559514,1.161910653,0.986053348,0.985660255,0.875559032,0.883111715,0.714202344,0.722935915,0.62238127,0.616794467,0.451006114,0.459140062,0.323949426,0.322437704,0.180892155,0.181978822,0.132022306,0.131582811,0.40888992,0.405952424,1.440285563,1.446559429
2806,1.342055917,1.35496366,1.160434961,1.164705396,0.988651693,0.988113105,0.878029406,0.885549068,0.716769457,0.724842906,0.624614894,0.619130015,0.453323871,0.461337656,0.32619822,0.325073361,0.1832636,0.184290186,0.129662097,0.129633829,0.405083746,0.401824951,1.443194866,1.449522614
2806.5,1.346647978,1.359490633,1.164119244,1.168540597,0.992470741,0.991416574,0.881333351,0.889142931,0.719870925,0.727690041,0.627554536,0.621924579,0.456068367,0.464007735,0.328626096,0.32791391,0.185842454,0.186760902,0.127889618,0.127969757,0.401518226,0.398478985,1.448349357,1.454758048
2807,1.350873828,1.363865256,1.167739034,1.171959877,0.995770633,0.994583189,0.884427369,0.892248809,0.72274518,0.730367839,0.630014122,0.624772608,0.458563209,0.466378391,0.33115232,0.330779344,0.188334778,0.18910791,0.125998169,0.126322791,0.397701651,0.394984782,1.453077197,1.459716082
2807.5,1.354494572,1.367341518,1.170545936,1.174952149,0.998643994,0.997325718,0.88711369,0.895072222,0.725061953,0.732690334,0.63215977,0.626928985,0.461207986,0.469020486,0.333465457,0.333414823,0.190560848,0.191507235,0.12402124,0.124618821,0.393784493,0.390981615,1.456401348,1.462901473
2808,1.357439756,1.370568633,1.173246145,1.177510023,1.001411438,0.999385595,0.889299035,0.897574484,0.727086544,0.73470962,0.634273887,0.628649652,0.463120431,0.471290618,0.335678607,0.335711092,0.192675471,0.193759054,0.12212538,0.122760497,0.389724284,0.387056947,1.460383415,1.467103004
2808.5,1.361433983,1.374848604,1.176745534,1.181048274,1.004707456,1.002450943,0.892310917,0.900664806,0.729956269,0.737609923,0.637001991,0.63106209,0.465651542,0.474014282,0.338058919,0.338121891,0.195049375,0.196033537,0.12046583,0.121232994,0.385880947,0.383339018,1.464483976,1.471056223
2809,1.366554499,1.380057573,1.181122661,1.185192585,1.008677244,1.00617528,0.895911336,0.904212534,0.733327091,0.740833163,0.64020592,0.634302735,0.468534142,0.47689116,0.34069863,0.34084335,0.197601989,0.198679909,0.118946277,0.119563505,0.382504255,0.38002646,1.469937682,1.476492882
2809.5,1.369747519,1.383247614,1.18381238,1.187653422,1.011288404,1.008450508,0.898024261,0.906291723,0.735372365,0.743166029,0.642538011,0.636387646,0.470527112,0.478822768,0.343058288,0.343148798,0.200025737,0.201111048,0.117145188,0.118053734,0.378640592,0.376068205,1.473953366,1.481056809
2810,1.373004913,1.386509657,1.186591983,1.190290451,1.013905525,1.011207104,0.900538981,0.908687472,0.737434089,0.745338976,0.644739151,0.63845098,0.472833812,0.481410265,0.345307112,0.345714509,0.202264786,0.203300595,0.115405843,0.11652863,0.374849826,0.372215927,1.476606131,1.48355794
2810.5,1.377294302,1.391132236,1.19028151,1.194256902,1.017457485,1.014665484,0.903883219,0.911906302,0.740333676,0.748190105,0.648003161,0.641149342,0.475511074,0.484077841,0.3475416,0.348333478,0.204497725,0.205651626,0.113870919,0.114829488,0.371282518,0.368713081,1.481930256,1.489147186
2811,1.381347656,1.3951689,1.193839431,1.197912097,1.020598173,1.017537832,0.906596541,0.914987385,0.743136227,0.75091958,0.650680959,0.643682897,0.477700889,0.486612469,0.349964052,0.350885361,0.206936419,0.207966536,0.112532958,0.113575123,0.367551506,0.365438014,1.486548901,1.493686795
2811.5,1.385788679,1.399386525,1.197609782,1.201578975,1.023951292,1.020747542,0.909411192,0.917932272,0.746093512,0.75389272,0.653623283,0.646646678,0.480445087,0.489283562,0.352493793,0.353566378,0.209299773,0.210452214,0.111232303,0.112121366,0.364087671,0.361678213,1.490781546,1.497455359
2812,1.389413476,1.402797937,1.200639725,1.20447588,1.026693821,1.023060322,0.911675096,0.9206025,0.748390079,0.756444812,0.656050384,0.649028778,0.482735544,0.491339207,0.354942411,0.356222808,0.211727366,0.212769881,0.10969279,0.110483162,0.360494256,0.358084828,1.495536089,1.502088189
2812.5,1.392848372,1.406136274,1.203552723,1.207310081,1.029313564,1.025216818,0.914242089,0.922901034,0.750469387,0.758900166,0.658117712,0.651184261,0.484699905,0.493617296,0.357389152,0.358632684,0.2143507,0.214785263,0.108310267,0.108969651,0.356551796,0.354277521,1.498686433,1.505196333
2813,1.397780776,1.411014318,1.207736373,1.211901188,1.033080935,1.028750539,0.917792439,0.926488578,0.753583729,0.762364686,0.66112119,0.654068649,0.487537205,0.496658266,0.360264748,0.361393154,0.216878906,0.217210338,0.107369587,0.1075214,0.353002876,0.351156592,1.504065871,1.510163903
2813.5,1.402214408,1.415499568,1.211803913,1.215972424,1.036567569,1.031970739,0.920896769,0.929839194,0.756621361,0.765371442,0.664079189,0.65662843,0.489974827,0.49938044,0.362992197,0.363912463,0.219373435,0.219572753,0.106475346,0.106223032,0.349467784,0.347872525,1.509655356,1.515780807
2814,1.405302644,1.41870451,1.214485168,1.218881726,1.039048791,1.034367085,0.923143804,0.931941926,0.758791447,0.76746434,0.666278243,0.658729851,0.49234274,0.501677513,0.365491748,0.366147041,0.221631035,0.221967816,0.105448708,0.105214663,0.345550835,0.34377113,1.512648702,1.518837929
2814.5,1.408792496,1.422370315,1.217369914,1.221963286,1.041894674,1.037009478,0.925414026,0.934551895,0.761532366,0.770002425,0.668472826,0.661134601,0.494570166,0.504108727,0.368153185,0.368748784,0.223954871,0.224397078,0.104450725,0.103911586,0.341780603,0.340221614,1.516753674,1.52275157
2815,1.413437128,1.427218437,1.221147776,1.226130843,1.045344591,1.040695071,0.928396463,0.937744796,0.764529049,0.773207903,0.671238899,0.663660228,0.497277826,0.506430864,0.371124953,0.371306807,0.226584062,0.22664915,0.103693977,0.103195503,0.338263363,0.33698535,1.521736741,1.527700305
2815.5,1.418371439,1.43200922,1.225244761,1.230683565,1.048855782,1.044663787,0.931816697,0.941018999,0.767429411,0.776014686,0.67403096,0.666379035,0.500249803,0.509128571,0.374117076,0.374147534,0.22895512,0.229063034,0.103127457,0.102398299,0.33498612,0.333543181,1.526735544,1.532314897
2816,1.421678185,1.435614586,1.228253722,1.233757854,1.051506639,1.047200561,0.934146881,0.943595707,0.769586504,0.77824384,0.676574647,0.668445885,0.502642035,0.511316597,0.376357824,0.376344711,0.231075823,0.231552616,0.102477565,0.101517364,0.331213087,0.329736918,1.531144381,1.536648393
2816.5,1.425027132,1.438914776,1.231011748,1.236740112,1.053858042,1.049618244,0.936493337,0.945745766,0.771731734,0.780282676,0.678957105,0.670761228,0.504829407,0.513341188,0.378516287,0.378422171,0.233489648,0.233795002,0.101742059,0.100724638,0.327473819,0.325799227,1.534474254,1.540097356
2817,1.430331588,1.444102883,1.234970331,1.241049528,1.057463288,1.053501844,0.939827979,0.94905889,0.77481246,0.78326869,0.681863666,0.674130797,0.507721364,0.516218483,0.381229997,0.381177068,0.236074522,0.236199528,0.101211943,0.100300208,0.324133933,0.322570562,1.539449334,1.545069814
2817.5,1.434771538,1.448428631,1.238253832,1.244838119,1.060695648,1.056707978,0.942900836,0.95219034,0.777746797,0.78613013,0.684518456,0.676881909,0.510479391,0.518536508,0.383912057,0.383826435,0.238558143,0.238664255,0.100756571,0.09995386,0.320892334,0.319009393,1.544719219,1.550780058
2818,1.438621759,1.452449441,1.241527438,1.248289585,1.063306808,1.060081244,0.945822656,0.954978347,0.78031224,0.78866595,0.686765313,0.679240763,0.513187051,0.520957887,0.38641426,0.386440754,0.241196573,0.240881026,0.100640491,0.099547878,0.317079604,0.315271229,1.548399687,1.554204345
2818.5,1.442403555,1.456557751,1.244562745,1.251771212,1.065993428,1.06329155,0.948760092,0.957881093,0.782796323,0.791285753,0.689344585,0.68165952,0.515525937,0.523445785,0.389157146,0.388673365,0.243840426,0.243582428,0.100412898,0.099129654,0.313465059,0.311932474,1.552972674,1.558972955
2819,1.445744038,1.459816217,1.247147799,1.254500031,1.068260312,1.065828681,0.951328337,0.959998369,0.785109699,0.793520033,0.691464007,0.683863819,0.517607212,0.525493443,0.391379923,0.390495181,0.246186405,0.245621875,0.100288786,0.09898074,0.309786975,0.30812946,1.556971788,1.562975526
2819.5,1.45112884,1.46530354,1.25138545,1.258961201,1.072037101,1.070012689,0.954974234,0.963573277,0.788327515,0.796810508,0.694545567,0.687100232,0.520638406,0.528803408,0.394200623,0.393337399,0.248814896,0.248127982,0.100294255,0.098930791,0.306578547,0.304971159,1.561557293,1.567204952
2820,1.455714464,1.470221639,1.255290151,1.262811542,1.075756788,1.07346046,0.958334923,0.966919601,0.79135114,0.799703896,0.697395146,0.689988911,0.523380697,0.53157711,0.396777928,0.395911366,0.251352638,0.250532895,0.100613438,0.099245414,0.303273946,0.301990956,1.567278743,1.57341671
2820.5,1.458162427,1.47306931,1.257744789,1.265167117,1.07782793,1.07560432,0.960361362,0.968818486,0.793098152,0.801492155,0.698889911,0.691511452,0.525432527,0.533527017,0.399030238,0.397986829,0.253460944,0.252735645,0.100721315,0.099492744,0.299588799,0.298142642,1.569993258,1.576299787
2821,1.462336659,1.477473974,1.261203408,1.268901587,1.081008673,1.079035163,0.963405788,0.971927941,0.796137094,0.803910613,0.701511681,0.694137454,0.528141737,0.536295533,0.401709735,0.40032056,0.255880803,0.255255222,0.10085538,0.099742807,0.296263307,0.294681937,1.574201107,1.580747604
2821.5,1.467387915,1.482550979,1.26525569,1.272952437,1.084641218,1.082926512,0.966700852,0.975301147,0.799383402,0.80672735,0.70440805,0.697050393,0.53084296,0.539018035,0.404334784,0.402887404,0.258490443,0.258229315,0.101443633,0.100212201,0.29296273,0.291174084,1.57997787,1.587064862
2822,1.472226858,1.487257242,1.268712997,1.27669239,1.087648749,1.086489677,0.969676375,0.978171706,0.802290499,0.809476852,0.706683993,0.699814677,0.533468843,0.541830719,0.406844079,0.405213833,0.261201441,0.26093775,0.101758614,0.100859247,0.289621085,0.28762731,1.5839113,1.591055393
2822.5,1.475997567,1.491089821,1.271690965,1.279564738,1.090429187,1.089316726,0.972314298,0.980448484,0.804677069,0.811741233,0.709089577,0.701988399,0.535878778,0.544364989,0.40929687,0.407676965,0.263771653,0.263503671,0.101960614,0.101486772,0.286228508,0.283930391,1.588160515,1.595458984
2823,1.479402781,1.494676471,1.274507761,1.282445192,1.093257189,1.091970086,0.974653363,0.98287636,0.807088435,0.813871622,0.711174965,0.70384419,0.537883878,0.546465874,0.411834031,0.41018793,0.266641051,0.265888155,0.102493018,0.102203563,0.282697052,0.280275404,1.592231631,1.599574447
2823.5,1.484577656,1.500090599,1.279005289,1.286857963,1.097181559,1.095920801,0.978296876,0.986452043,0.810412943,0.816908896,0.714220762,0.707037449,0.540868819,0.549471438,0.415023565,0.412967861,0.269384205,0.268449783,0.103122599,0.103051163,0.27950424,0.277200401,1.597184181,1.604044676
2824,1.488980532,1.504413247,1.282714486,1.290554762,1.100761414,1.099138856,0.981177568,0.989542544,0.813260853,0.819490433,0.717104256,0.709954679,0.543598652,0.552016914,0.41768685,0.415512353,0.272126555,0.271239847,0.103954665,0.104041874,0.276043534,0.273751855,1.60287714,1.609923959
2824.5,1.492953897,1.508390665,1.285878778,1.293620825,1.103735209,1.102152467,0.983731449,0.992115557,0.815829277,0.821736217,0.719344079,0.712266088,0.546084523,0.554472029,0.419955552,0.417864561,0.274539113,0.273842096,0.104898594,0.10511069,0.272377521,0.269920707,1.606715202,1.613653302
2825,1.497059703,1.512782216,1.289367676,1.296930075,1.106850863,1.105294824,0.986563742,0.995034039,0.818393767,0.824162781,0.721954584,0.715103328,0.548474014,0.557242692,0.422531098,0.420186818,0.277268976,0.276504576,0.105775088,0.105943725,0.268909007,0.266536266,1.610895514,1.617680788
2825.5,1.500950336,1.516597867,1.292762876,1.300003648,1.10976541,1.10809195,0.989224911,0.99804306,0.820737064,0.826860785,0.724683702,0.717517078,0.550825,0.559465706,0.424993128,0.422460079,0.279505104,0.27907604,0.106928386,0.106962338,0.265461296,0.263198018,1.616086125,1.623020291
2826,1.506114841,1.52210927,1.297596216,1.304351091,1.113601804,1.112058163,0.992907345,1.001734853,0.824029744,0.830465317,0.727774739,0.720577478,0.553672373,0.562395871,0.427958965,0.425299019,0.282141894,0.281816781,0.108254932,0.108144261,0.262373239,0.260243505,1.620764613,1.627095699
2826.5,1.510909557,1.526860952,1.3014189,1.308033705,1.116895556,1.115471244,0.99592191,1.004695535,0.827047825,0.833608568,0.730976641,0.723572314,0.556295156,0.565318465,0.430369169,0.427967608,0.284605742,0.284624159,0.109463707,0.109071977,0.258976609,0.257013857,1.626523376,1.632881641
2827,1.513890266,1.529976368,1.303570747,1.310264826,1.119063854,1.117632508,0.997594953,1.006549239,0.828942776,0.835645378,0.73290205,0.725352883,0.55819726,0.567394674,0.432412028,0.429786235,0.28670454,0.286970913,0.110645935,0.109890975,0.255041718,0.253131658,1.629893661,1.63621068
2827.5,1.518663883,1.534793496,1.307564378,1.313970447,1.122599483,1.121130466,1.000957012,1.009580493,0.831867576,0.838704765,0.73565495,0.728321791,0.56091994,0.570120096,0.434902161,0.432432294,0.28946203,0.289849848,0.111714236,0.111158393,0.251994252,0.249820679,1.634108067,1.639651299
